#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED
'F','DD917D','Motorglider','D-KEOC','','N','Y'
'F','DD917E','Robin DR 400','D-EYAA','','N','Y'
'F','DD9181','Discus 2c','D-3770','2D','N','Y'
'F','DD9187','LS4','D-3312','B1','Y','Y'
'F','DD9189','Libelle','OO-ZBR','BR','Y','Y'
'F','DD918F','LS-6 18w','D-2134','SB','N','Y'
'F','DD9190','LS3','D6651','PM','Y','Y'
'F','DD9193','Duo Discus','D-5809','FUN','N','Y'
'F','DD9197','DG-200','HB-1639','HM','N','Y'
'F','DD9198','ASW-20','HB-1825','VL','N','Y'
'F','DD91A0','DG-800','D-KIZY','ZY','N','Y'
'F','DD91A8','Akaflieg Experimental','HB-1552','FM','N','Y'
'F','DD91B1','DG-800','D-KXXB','','N','Y'
'F','DD91B2','SB5 b','D-4722','','Y','Y'
'F','DD91B4','ASW 20','D-2372','AS','Y','Y'
'F','DD91B6','Nimbus 4DM','D-KLLK','KG','N','Y'
'F','DD91B7','DG200','D7868','FLO','Y','Y'
'F','DD91C3','LibelleStd.','D-5775','ULI','N','Y'
'F','DD91C6','Jeans Astir','D-7761','77','Y','Y'
'F','DD91D0','Ka-6','D-8568','','N','Y'
'F','DD91D1','ASK-13','D-2135','','Y','Y'
'F','DD91D4','ASK21','OE-5263','','Y','Y'
'F','DD91D7','Choucas','WO','AFC','Y','Y'
'F','DD91E0','ASW-27','D-6327','HH','N','Y'
'F','DD91E4','ASK 23','D-5073','B9','Y','Y'
'F','DD91E6','Glider','D-4117','117','Y','Y'
'F','DD91EA','LS-8 18','HB3346','OK','N','Y'
'F','DD91EC','Grob Astir CS','OE-5212','','N','Y'
'F','DD91F4','SB5 e','D-1795','II','Y','Y'
'F','DD91FD','ASH-26 E','D-KSDI','GA','Y','Y'
'F','DD91FF','ASK13','F-CBVT','VT','Y','Y'
'F','DD920C','Duo Discus t','D-KADR','DR','Y','Y'
'F','DD9217','ASK-13','ZS-GHB','HB','Y','Y'
'F','DD921C','Ventus cM','D-KKAC','AC','N','Y'
'F','DD921D','Ka-7','PH-822','','Y','Y'
'F','DD921F','Grob Twin Astir II','OE-5481','','N','Y'
'F','DD9221','LS3-17','TF-SLS','LS','Y','Y'
'F','DD9222','H36 Dimona','OE9208','208','N','Y'
'F','DD9224','Sling 2','ZU-FZG','ZG','Y','Y'
'F','DD9229','Pirat','D-1778','','Y','Y'
'F','DD922F','HK36TT Super Dimona','OE-9500','00','Y','Y'
'F','DD9239','Discus bt','HB-2193','PI','Y','Y'
'F','DD923B','Grob Jeans Astir','OE5226','226','Y','Y'
'F','DD923F','Different Aircrafts','OE-5195','','N','Y'
'F','DD9241','LS-4','D-2988','Y5','Y','Y'
'F','DD9247','Glasflügel 303 Mosquito','D-7490','','Y','Y'
'F','DD9248','ASH-25 MI','D-KLLG','','N','Y'
'F','DD924B','Astir','F-CJMS','MS','Y','Y'
'F','DD924F','Discus 2a','D-8084','ALB','Y','Y'
'F','DD9252','DR 48','OE-DMZ','MZ','Y','Y'
'F','DD9257','ASK-13','D-0944','44','Y','Y'
'F','DD9260','LS-6 18','D-0965','GF','N','Y'
'F','DD9261','Duo Discus t','SE-SSG','SG','Y','Y'
'F','DD9263','Grob Astir CS','D-4267','XL','N','Y'
'F','DD9265','Ka-8','D-1679','','N','Y'
'F','DD926B','Astir CS','D-1705','RF','Y','Y'
'F','DD926D','Elfe S4','D-1312','12','N','Y'
'F','DD9270','DG100','D-1467','DJ','Y','Y'
'F','DD9273','DG-200','D-3317','CM','N','Y'
'F','DD9275','Mosquito','D-7473','MP','N','Y'
'F','DD9278','Kestrel','D-0952','52','Y','Y'
'F','DD927B','Grob Astir CS','D-7301','BH','N','Y'
'F','DD927C','HK36 Super Dimona','OE-9456','DIMO','Y','Y'
'F','DD927F','LS4','D-1842','RN','Y','Y'
'F','DD9280','SF-25','G-KIAU','AU','Y','Y'
'F','DD9286','Discus 2','D-7348','B3','Y','Y'
'F','DD9288','K 7 „Rhönadler“','D-5521','','Y','Y'
'F','DD9289','LS-4','X-1660','60','Y','Y'
'F','DD928A','Nimbus 3D','D-KGFF','FF','N','Y'
'F','DD928E','Bergfalke III','D-9430','LH','Y','Y'
'F','DD9295','Discus','OE-5584','FM','N','Y'
'F','DD9296','Cumulus CU IIF','D-6026','CU','Y','Y'
'F','DD929C','Cirrus','G-CHJY','HJY','Y','Y'
'F','DD92A1','DG303 Elan','3E451A11','','Y','Y'
'F','DD92A4','LS-4','OE-5338','80','N','Y'
'F','DD92AB','Pilatus B4','D-3063','','Y','Y'
'F','DD92AD','Duo Discus','OE-5698','UT','N','Y'
'F','DD92AF','Std. Cirrus','D-5543','NC','N','Y'
'F','DD92B3','Junior','OE-5582','S1','N','Y'
'F','DD92BB','LibelleClub','D-0701','PI','N','Y'
'F','DD92C0','Motorglider','D-KSAM','AM','N','Y'
'F','DD92C5','Zugvogel IIIa','D-1561','EM','N','Y'
'F','DD92C6','ASW-24E','D-KBOV','OV','Y','Y'
'F','DD92CA','Maule M-7-235C','OK-JAA','JAA','Y','Y'
'F','DD92D2','Duo Discus t','D-KISV','JOY','N','Y'
'F','DD92DC','Grob Twin Astir I','OE5578','578','Y','Y'
'F','DD92E2','ASW-20','HB-1601','GO','N','Y'
'F','DD92E3','Duo Discus','HB-3263','2L','N','Y'
'F','DD92E9','Libelle','OE-0704','RT','N','Y'
'F','DD92EC','SZD-48.1','OK-3901','SU','Y','Y'
'F','DD92F1','ASK-13','D-1800','18','Y','Y'
'F','DD92F3','ASH-25','D-7006','TN','N','Y'
'F','DD92F6','LS-7','D-1492','BX','N','Y'
'F','DD9300','Glasfluegel 304','D-9349','EU','Y','Y'
'F','DD9307','Cessna 182 Skylane','D-EGOM','','Y','Y'
'F','DD9309','AVo-68 Samburo','D-KACP','','N','Y'
'F','DD930D','Akaflieg Experimental','D-8726','AK','Y','Y'
'F','DD9311','ASW-15','OE-0862','X1','N','Y'
'F','DD9316','DG-300','OE-5471','KH','Y','Y'
'F','DD931A','Ka-8','D-8852','52','Y','Y'
'F','DD9322','SZD-51 Junior','D-3287','B7','Y','Y'
'F','DD9331','Ventus 2','OE-5411','XY','N','Y'
'F','DD9332','PIK-20B','LY-RIJ','RJ','Y','Y'
'F','DD9333','Grob Astir CS','D-7388','TA','Y','Y'
'F','DD9335','Motorglider','BODEN','BOD','N','Y'
'F','DD933A','DG-100','D-8433','33','Y','Y'
'F','DD933B','Ka-6','D-1193','93','N','Y'
'F','DD9344','FK 9','D-MOSE','SE','Y','Y'
'F','DD9347','DG-300','OE-5509','AR','N','Y'
'F','DD934D','ASW-15','OE-5678','SR','Y','Y'
'F','DD9354','DG300','OE-5463','II','Y','Y'
'F','DD9355','LS-1 f','D-6559','2P','N','Y'
'F','DD935C','Pilatus B4','OE-5566','','N','Y'
'F','DD935F','ASK-21','I-ALZA','','Y','Y'
'F','DD9364','VSO-10','OK-3512','I2','Y','Y'
'F','DD9366','ASW-15B','OK-0454','HL','Y','Y'
'F','DD9375','Duo Discus t','D-KDOC','OC','N','Y'
'F','DD937D','Discus bT','OE-9353','RH','Y','Y'
'F','DD937F','Ka6 CR','OO-ZMT','MT','Y','Y'
'F','DD9388','DG-100','SP-4101','','Y','Y'
'F','DD9390','Grob Club Astir','OE5382','382','Y','Y'
'F','DD9396','Jeans Astir','OE-5685','','Y','Y'
'F','DD9397','DG-100','SP-4051','KZ','Y','Y'
'F','DD939A','Kiebitz Ultralight','D-MTIT','','N','Y'
'F','DD93A3','Ka-8','OE-0637','','N','Y'
'F','DD93BF','Ka-8','xxx','','Y','Y'
'F','DD93C7','SF-25','D-KAGQ','GQ','Y','Y'
'F','DD93C8','LAK-17 AT','G-CKOI','170','N','Y'
'F','DD93CA','Ultralight','OY-9407','','Y','Y'
'F','DD93D2','Kestrel H401','D-0533','','Y','Y'
'F','DD93D6','Ventus 2b','D-5908','M4','N','Y'
'F','DD93E0','ASW-15','D-2370','MR','N','Y'
'F','DD93E1','ASW 27','D-8255','ES','Y','Y'
'F','DD93F1','Bocian','OE-5050','','N','Y'
'F','DD93F8','Discus','D-4321','AZ','N','Y'
'F','DD9400','LS-4','F-CAZO','ZO','Y','Y'
'F','DD9401','Discus 2','HB-3380','DKU','Y','Y'
'F','DD9406','Discus','D-0889','CG','N','Y'
'F','DD9407','Duo Discus','D-8859','OPI','N','Y'
'F','DD940A','Discus','D-7169','CF','Y','Y'
'F','DD940B','Janus','D-5084','GX','N','Y'
'F','DD940C','Unknown','niu1','','Y','Y'
'F','DD940E','ASK-21','D-7923','G3','N','Y'
'F','DD9410','Ka 6 CR-PE','D-8342','42','Y','Y'
'F','DD9413','ASK-21','D-9119','VN','Y','Y'
'F','DD9414','Ventus 2','OE-5654','M3','N','Y'
'F','DD9417','Twin-Astir','OE-5660','AW','Y','Y'
'F','DD9424','Discus','D-9390','90','N','Y'
'F','DD9427','Ka-8','D-8778','VG','Y','Y'
'F','DD9428','DG-300','OE-5494','N5','N','Y'
'F','DD942A','Nimbus 3','D-KMIN','V6','N','Y'
'F','DD942E','LS-1 f','D-3253','53','N','Y'
'F','DD9434','Ka8','OE-0859','KA8','Y','Y'
'F','DD944B','Rallye','F-BOTI','TI','Y','Y'
'F','DD944C','K8','OE-5202','','N','Y'
'F','DD9451','Ka-8','D-5732','K8','N','Y'
'F','DD9453','LS-3','ZS-GLW','','N','Y'
'F','DD945A','Ka-8','D-8598','98','Y','Y'
'F','DD9466','Duo Discus','D3123','M1','Y','Y'
'F','DD946D','Pegase','EC-JPI','B51','Y','Y'
'F','DD9470','Standard Cirrus','OK-0954','WI','Y','Y'
'F','DD9473','Duo Discus','D-7557','9M','N','Y'
'F','DD9474','SZD-36 Cobra','D-5310','10','N','Y'
'F','DD9478','SZD-24 Foka','D-3639','LX','Y','Y'
'F','DD9479','Nimbus 2','D-8746','HEX','N','Y'
'F','DD947D','Std. Cirrus','D-4216','RA','Y','Y'
'F','DD9482','Grob Twin Astir II','D-8975','','N','Y'
'F','DD9486','Ventus cM','D-KCPS','PS','N','Y'
'F','DD9487','Pilatus B4','D-4904','','Y','Y'
'F','DD9488','SZD 41 Jantar Std','D-1773','JG','N','Y'
'F','DD948C','DG-500','D-KGPG','PG','N','Y'
'F','DD948D','LS-4','D-4248','6D','N','Y'
'F','DD948E','Morane MS892','D-EAJJ','','N','Y'
'F','DD9495','Hornet','D-7680','HO','N','Y'
'F','DD9496','ASW15','D-1546','MO','Y','Y'
'F','DD9497','LS-1 f','D-6521','ISV','N','Y'
'F','DD949B','ASK-13','OK-6066','','N','Y'
'F','DD94A1','Ventus 2bx','D-7073','IMU','Y','Y'
'F','DD94A3','Pilatus B4','OE-5374','74','Y','Y'
'F','DD94A7','Glasfluegel 304','D-9304','304','N','Y'
'F','DD94A8','Astir CS Jeans','D-2547','Pb','Y','Y'
'F','DD94AD','Std. Cirrus','OK-6558','MP','Y','Y'
'F','DD94B0','Nimbus 4','HB-2479','NB','Y','Y'
'F','DD94B2','Motorplane','D-EGCH','CH','N','Y'
'F','DD94BC','Junior','OE-5673','N3','N','Y'
'F','DD94BE','LS4','D-4018','RB','Y','Y'
'F','DD94C4','ASW-20','D-3428','UF','N','Y'
'F','DD94C7','LS6','D-3650','8A','Y','Y'
'F','DD94D2','ROBIN DR400 Tug','G-CETB','','Y','Y'
'F','DD94DF','Glider','D-4032','YF','Y','Y'
'F','DD94EA','ASW-24','D-3466','63','N','Y'
'F','DD94EB','Nimbus 3','D-XXXX','','Y','Y'
'F','DD94F0','ASK-21','D-4512','12','N','Y'
'F','DD94F3','SF 25C Falke','D-KNID','ID','Y','Y'
'F','DD94F4','LS-1','D-0686','37','N','Y'
'F','DD94F5','ASW-19','D-6812','OY','Y','Y'
'F','DD94F7','ASK-13','D-1912','12','N','Y'
'F','DD9503','Ka-8','D-9216','K8','N','Y'
'F','DD9504','MDM-1 Fox','OE-5663','FOX','N','Y'
'F','DD9507','PZL-104 Wilga','D-EWRU','','Y','Y'
'F','DD9517','LAK 17A 18','F-CBFG','FG','Y','Y'
'F','DD9519','Morane MS892','F-GINH','NH','Y','Y'
'F','DD951D','Ka-8','D-8421','21','N','Y'
'F','DD9520','SF25c','G-KIAB','AB','Y','Y'
'F','DD9526','SF-25','OE-9130','','Y','Y'
'F','DD952B','Ka8b','OE-5015','','Y','Y'
'F','DD952F','ASK-13','D-5282','VA','Y','Y'
'F','DD953C','SF-25','D-KLUB','UB','N','Y'
'F','DD9542','std. Cirrus','Ok-0428','ST','Y','Y'
'F','DD9547','LS 1 d','D-0667','T','Y','Y'
'F','DD9549','ASH-25','HB2318','CS','N','Y'
'F','DD954D','ASK-13','D-7554','54','Y','Y'
'F','DD954E','DG-808C','D-KWAH','FK','Y','Y'
'F','DD9550','Ventus 2cxt','D-KCUB','RK','Y','Y'
'F','DD9552','LS-4','D-3880','VC','Y','Y'
'F','DD9553','Bergfalke IV','D-6881','81','N','Y'
'F','DD9558','Ka-8','D-8530','SZ','Y','Y'
'F','DD955E','Motorplane','D-EGAY','TOWPLANE','Y','Y'
'F','DD9561','Glider','D-5545','545','Y','Y'
'F','DD9562','LS-1 d','D0683','VB','N','Y'
'F','DD956D','LibelleStd.','D-2973','FZ','N','Y'
'F','DD956F','Kestrel','D-1170','GE','N','Y'
'F','DD9573','Zodiac CH601XL','F-JETE','TE','Y','Y'
'F','DD9574','Mini Nimbus','D-5446','JO','N','Y'
'F','DD9577','ASH-25 MI','D-KPUR','UR','N','Y'
'F','DD9578','LS-4','D0486','R5','N','Y'
'F','DD957A','SF-25 Privat-Falke','OY-XGI','GI','Y','Y'
'F','DD957D','LS4','OE-5318','M2','N','Y'
'F','DD9583','Ventus 2cxT','D-KCSC','SC','N','Y'
'F','DD9585','LS4','D-5767','','Y','Y'
'F','DD9588','ASW 28','OE-5699','XP','Y','Y'
'F','DD9589','Std. Libelle','D-0743','IMB','Y','Y'
'F','DD958D','Blanik L13','OE-5733','','Y','Y'
'F','DD958F','ASH 31 Mi','D-KKHK','DHK','Y','Y'
'F','DD9592','ASK-21','D-1540','W1','Y','Y'
'F','DD9596','Astir','D-5947','','Y','Y'
'F','DD959B','Scheibe SF25C','D-KDCN','CN','Y','Y'
'F','DD95A1','LS-8','D-1161','3X','Y','Y'
'F','DD95A2','Std. Cirrus','ZS-GHR','36','Y','Y'
'F','DD95AB','DG-808 B','D-KTEN','EN','Y','Y'
'F','DD95AD','ASW-19','D-7617','7Z','N','Y'
'F','DD95B2','Ventus 2cxT','D-KMHP','','Y','Y'
'F','DD95B3','Ka-8','D-5802','O8','N','Y'
'F','DD95B4','Duo Discus t','OY-RRX','RR','N','Y'
'F','DD95C2','PZL-104 Wilga','D-EWBG','WBG','Y','Y'
'F','DD95C3','Cirrus','D-1111','ED','N','Y'
'F','DD95C7','LS4b','D-1108','DL','Y','Y'
'F','DD95C8','Ventus 2cxT','D-KISK','JOY','N','Y'
'F','DD95CD','Cirrus','D-2965','WL','N','Y'
'F','DD95CF','Mini Nimbus','D-7162','ISK','N','Y'
'F','DD95D0','Ultralight','D-MPOR','OR','Y','Y'
'F','DD95DA','DG 500M','F-CHJN','NJ','Y','Y'
'F','DD95DB','Ventus','SP-4131','29','Y','Y'
'F','DD95DC','LAK 17 A FES','S53308','XAX','Y','Y'
'F','DD95E5','SZD-51 Junior','D-0048','B8','Y','Y'
'F','DD95EB','DG-800','D-KIQI','OY','N','Y'
'F','DD95EF','Motorglider','F-CBJR','','Y','Y'
'F','DD95F6','Grob Astir CS','D-3273','BL','N','Y'
'F','DD95FA','Ventus 3M','D-KXOD','OD','Y','Y'
'F','DD95FB','Discus 2t','D-KDIS','S7','Y','Y'
'F','DD95FD','Std. Cirrus','D-3085','TG','N','Y'
'F','DD95FF','Nimbus 2','D-0007','JB','N','Y'
'F','DD9602','Let L-23 Super Blanik','OE-5508','BLA','Y','Y'
'F','DD9607','C42A','D-MPLO','','Y','Y'
'F','DD9608','Ventus 2cxM','D-KASC','SC','N','Y'
'F','DD960B','ASK-21','OE-5280','K21','N','Y'
'F','DD9616','LAK 19','D-1988','I F','Y','Y'
'F','DD9619','DG-500','HB-2201','01','N','Y'
'F','DD961D','ASW-20','ZS-GMK','15','N','Y'
'F','DD9633','Jantar 2B','HA-4430','LH','Y','Y'
'F','DD963C','Grob G 102S','D-1567','R74','Y','Y'
'F','DD9642','ASW-22','D-KKUA','A','Y','Y'
'F','DD9646','ASW-20','D-2020','20','Y','Y'
'F','DD9647','Std. Cirrus','D-2958','HV','N','Y'
'F','DD9648','Libelle','D-0371','K9','Y','Y'
'F','DD964A','Discus CS','D-xx5X','5X','N','Y'
'F','DD9650','Grob Twin Astir I','OY-XJA','E4','Y','Y'
'F','DD9654','SF34 B','D-4203','K7','Y','Y'
'F','DD9658','Discus 2t','D-KDGY','OLC','N','Y'
'F','DD9659','Ka6 E','D-5979','OSV','Y','Y'
'F','DD965A','Pilatus B4','D-2217','','Y','Y'
'F','DD965C','304','D-8557','','N','Y'
'F','DD9669','MiniNimbus','OK-9815','E','Y','Y'
'F','DD9671','LS-4','D-3445','69','N','Y'
'F','DD9675','LS-7','D-1678','78','N','Y'
'F','DD9678','ASK-13','D-3987','K13','N','Y'
'F','DD967C','IS-28','HB-2321','','Y','Y'
'F','DD9681','ASH-26 E','D-KJWE','L4','N','Y'
'F','DD9689','Ka-8','D-7130','30','Y','Y'
'F','DD968E','Discus','D-1028','TOM','N','Y'
'F','DD9695','Pirat','D-2484','','N','Y'
'F','DD9697','Grob Astir CS','D-7254','TY','Y','Y'
'F','DD969A','LS-1 f','D-8961','HI','Y','Y'
'F','DD969C','Grob Speed Astir','EBB','EBB','N','Y'
'F','DD969D','LS-8','D-5848','RS','N','Y'
'F','DD96A2','Ultralight C42','D-MSFD','FD','Y','Y'
'F','DD96A5','Ventus cM','D-KBXH','XH','N','Y'
'F','DD96A7','SF28A','D-KHOP','OP','Y','Y'
'F','DD96AE','Discus 2','D-2124','5G','N','Y'
'F','DD96B0','LS6','OE-5377','TMJ','Y','Y'
'F','DD96B4','ASW-15B','OK-3758','TX','Y','Y'
'F','DD96B6','LS-4','D-9804','04','N','Y'
'F','DD96B8','HK36 Super Dimona','OE9218','218','N','Y'
'F','DD96BA','LS-4','D-5694','MT','N','Y'
'F','DD96C6','Ka-8','D-5211','11','N','Y'
'F','DD96CA','Experimental','HB-1340','40','N','Y'
'F','DD96CB','ASW 27','D-9680','S9','Y','Y'
'F','DD96CE','Ventus 2cM','DKKMR','MR','N','Y'
'F','DD96D1','Discus','D-KTBT','BT','Y','Y'
'F','DD96D6','Discus 2t','D-KHDK','IDK','N','Y'
'F','DD96E4','Ka-8','OE-0772','K8','N','Y'
'F','DD96F6','DG-100','D-3740','40','N','Y'
'F','DD96FA','Bergfalke IV','D-0523','23','N','Y'
'F','DD96FD','Ventus 2cxM','D-KUCI','CI','Y','Y'
'F','DD9702','Mosquito','G-DDUB','912','Y','Y'
'F','DD9707','Elfe S4D','D-3103','S4D','N','Y'
'F','DD970A','LS-4','D-0401','IST','N','Y'
'F','DD970C','LS-4','D-9145','AR','N','Y'
'F','DD970F','Ka 6','D-8424','24','Y','Y'
'F','DD9716','DV20 Katana','D-ESHM','HM','Y','Y'
'F','DD9719','ASH-25','DKBNG','NG','N','Y'
'F','DD9720','Ka 6 E','D-5570','EvF','Y','Y'
'F','DD972C','DG-300','OE-5489','K8','Y','Y'
'F','DD9731','LS-4','OE-5391','','N','Y'
'F','DD9735','G102b3Club','OE-5313','AG','Y','Y'
'F','DD9736','LS-3','D-1849','49','Y','Y'
'F','DD9737','Pilatus B4','OE-0965','SO','Y','Y'
'F','DD9739','B4','OE-5076','','Y','Y'
'F','DD973B','Ventus','D-8746','Hex','Y','Y'
'F','DD9743','Ventus 2cM','DKMRV','RV','N','Y'
'F','DD974E','LS-8','OE-5664','IS','N','Y'
'F','DD9750','DG-800 B','D-KDST','MX','Y','Y'
'F','DD9753','ASK-21','D-7337','7M','N','Y'
'F','DD9759','Ventus 2bx','D-1277','PA','N','Y'
'F','DD9760','DG-303','OE-5612','BH','Y','Y'
'F','DD9763','ASH25','D-7064','QAX','Y','Y'
'F','DD976B','Std. Cirrus','HA-4275','CZ','Y','Y'
'F','DD976E','SHK-1','D-4676','SH2','Y','Y'
'F','DD9771','ASW-20','D-3374','ED','N','Y'
'F','DD9773','LibelleClub','D-1200','','N','Y'
'F','DD9774','LS-1 f','D-2432','RH','N','Y'
'F','DD9777','DaSK Glider 2','OY-DASK2','DASK2','Y','Y'
'F','DD9779','LS4a','D-8873','1R','Y','Y'
'F','DD977C','LS 4','D-1381','KC','Y','Y'
'F','DD9787','DaSK Glider 1','OY-DASK1','DASK1','Y','Y'
'F','DD978B','LS-4','D-4248','6D','N','Y'
'F','DD978E','Std. Cirrus','D-4744','96','N','Y'
'F','DD978F','LS-8 18','D-3486','MO','N','Y'
'F','DD9795','LS-4','D-9000','90','Y','Y'
'F','DD97A7','Discus','D-5160','E2','N','Y'
'F','DD97A8','LS-4','D-2931','W4','Y','Y'
'F','DD97AA','Cirrus Std.','OK-6400','SB','Y','Y'
'F','DD97B2','ASK-13','D-2178','78','Y','Y'
'F','DD97B6','Ventus 2cM','D-KTMS','MS','N','Y'
'F','DD97B9','DG400','OK-1225','ik','Y','Y'
'F','DD97BA','ASK-13','D-0266','66','N','Y'
'F','DD97BE','C 42','D-MVWS','WS','Y','Y'
'F','DD97C2','Duo Discus','OO-ZXC','XC','Y','Y'
'F','DD97C3','H36 Dimona','D-KDPR','','N','Y'
'F','DD97C4','LS-4','D-XX88','LR','Y','Y'
'F','DD97D1','ASW-20','EC-DNI','C4','N','Y'
'F','DD97D3','Ka-6','D-1665','','N','Y'
'F','DD97D5','LS3','D-2602','5C','Y','Y'
'F','DD97D6','SF-25','D-KAIC','','N','Y'
'F','DD97E0','','','','Y','N'
'F','DD97E2','DG-600','G-CIDO','','N','Y'
'F','DD97E7','LS-7','D-5040','40','Y','Y'
'F','DD97E8','LS8-t','D-KEMY','N3','Y','Y'
'F','DD97EA','Nimbus 3/25.5','D-5348','HC','N','Y'
'F','DD97EE','ASW-20','D-0808','DH','Y','Y'
'F','DD97F1','Nimbus 3t','D-KJUN','HI1','Y','Y'
'F','DD97F3','Grob Astir CS','OK-1704','F4','Y','Y'
'F','DD97F7','Glasflügel Mosquito B','D-1616','J','Y','Y'
'F','DD97FD','Piccolo B','D-KSWS','WS','Y','Y'
'F','DD9800','ASK-13','D-4467','','N','Y'
'F','DD9802','ASK 23','D-5073','B9','Y','Y'
'F','DD980C','Mosquito','D-4447','SV','N','Y'
'F','DD980E','ASK-21','D-1483','GB','Y','Y'
'F','DD981C','SZD 55','LY-IAP','AP','Y','Y'
'F','DD981E','LS-4','OE-5401','TL','Y','Y'
'F','DD9825','Discus','D-2876','OD','N','Y'
'F','DD982A','LAK-17 A','F-CJLL','P7','Y','Y'
'F','DD982B','Discus','D-2527','6W','N','Y'
'F','DD982E','LS-4','D-2535','8M','N','Y'
'F','DD9831','Acki','Acki','ACKI','Y','Y'
'F','DD9834','PA-25 Pawnee','F-HNZV','ZV','Y','Y'
'F','DD9836','Motorplane','F-PDAV','AV','Y','Y'
'F','DD9838','Hornet','D-8943','CT','Y','Y'
'F','DD9839','Motorglider','D-KOPP','','N','Y'
'F','DD983A','Discus','D-1174','Gi','Y','Y'
'F','DD9846','ASK-21','D-3930','CL','N','Y'
'F','DD9848','Pilatus B4','OE-0980','','N','Y'
'F','DD9853','LibelleStd.','D-2973','FZ','N','Y'
'F','DD9856','Duo Discus t','ZU-GUO','PL','N','Y'
'F','DD985E','Grob Astir CS','D-6116','VB','Y','Y'
'F','DD985F','Ventus 2ct','D-KTAS','BS','N','Y'
'F','DD9868','RF 4','D-KALG','LG','Y','Y'
'F','DD9869','Ka-8','OE-0912','','N','Y'
'F','DD986B','Astir CS','D-4273','','Y','Y'
'F','DD9870','Discus','OE-5581','K1','Y','Y'
'F','DD9884','Ventus 2cM','D-KMMA','MA','Y','Y'
'F','DD9889','Elfe S4','D-1502','JT','N','Y'
'F','DD988A','ASK-13','D-7507','07','Y','Y'
'F','DD988B','Sting TL-96','D-MORB','','Y','Y'
'F','DD988E','LS-4','D-0800','08','Y','Y'
'F','DD988F','Ka 8','D-5343','43','Y','Y'
'F','DD989A','ASK-13','D-1670','70','Y','Y'
'F','DD989C','Duo Discus','D-5707','007','N','Y'
'F','DD98A1','Ventus cT','D-KIKK','EV','Y','Y'
'F','DD98A2','Duo Discus','D-2443','RW','Y','Y'
'F','DD98A4','Mistral C','PH-1196','EN','Y','Y'
'F','DD98A7','SF-25C','OE-9342','','Y','Y'
'F','DD98A8','Ka8','OE-0779','KA8','Y','Y'
'F','DD98AA','Ventus 2CX','D-4002','WQ','N','Y'
'F','DD98B2','Robin DR 400','D-EKSW','SW','N','Y'
'F','DD98B6','DG-300','D-4593','IG','N','Y'
'F','DD98B9','ASK-13','OE-5211','K13','N','Y'
'F','DD98C0','LibelleStd.','D-6504','CW','N','Y'
'F','DD98CC','Bocian','OE-0763','','N','Y'
'F','DD98D2','Discus bt','D-KBEW','1T','Y','Y'
'F','DD98D5','ASH-25 EB','D-KLBD','OM','N','Y'
'F','DD98D8','LibelleStd.','D-2962','BK','Y','Y'
'F','DD98DD','DG-100','D-1401','JO','N','Y'
'F','DD98E1','Janus','PH-1463','J25','N','Y'
'F','DD98E2','ASK-13','D-6901','','Y','Y'
'F','DD98E3','Ventus 2','F-CBPE','FA','Y','Y'
'F','DD98E8','Ventus cM','D-KKLH','LH','Y','Y'
'F','DD98E9','Discus CS','D-0298','WI','Y','Y'
'F','DD98ED','Ventus 2cM','PH-1412','SH','N','Y'
'F','DD98EE','DG-400','DKGHS','HS','N','Y'
'F','DD98EF','Discus 2c','BA','BA','N','Y'
'F','DD98F9','ASK-21','D-2744','44','N','Y'
'F','DD98FA','Speed Astir II','PH1526','PH','Y','Y'
'F','DD98FD','ASK-21','D-5133','33','N','Y'
'F','DD98FE','Ka-8','D-3036','36','Y','Y'
'F','DD98FF','LS-4','D-2161','NG','N','Y'
'F','DD9901','ASG-29E','D-KTHG','HG','Y','Y'
'F','DD9902','ASK 21','D-7048','','N','Y'
'F','DD9907','ASW-24','D-KKSA','LU','N','Y'
'F','DD9908','Hornet','D-7416','IWD','N','Y'
'F','DD990D','Duo Discus','D-5316','XG','Y','Y'
'F','DD990F','Ka8','D-9328','','Y','Y'
'F','DD9912','Ka 6','D-9348','E6','Y','Y'
'F','DD9913','DG300','D-4892','HF','Y','Y'
'F','DD9915','LS-4 W','D-4969','NRW','Y','Y'
'F','DD9918','ASW-27','D-9727','BK','N','Y'
'F','DD9919','LS-4','D-4289','89','Y','Y'
'F','DD991A','Glider','D-4244','YG','Y','Y'
'F','DD991B','LS-8 st','D-KTGS','DA','N','Y'
'F','DD991C','ASW 19b','D-6019','1B','Y','Y'
'F','DD9920','Ka-6','D-5145','45','Y','Y'
'F','DD9922','Duo Discus','D-2249','RR','Y','Y'
'F','DD9924','Libelle','D-1033','33','N','Y'
'F','DD9926','Duo Discus','D-3331','FLM','N','Y'
'F','DD9928','Ventus c','D-4664','YL','Y','Y'
'F','DD992D','LS-4','D-7606','WW','N','Y'
'F','DD9937','Discus CS','D-0711','CA','N','Y'
'F','DD993A','DG-200','D-6792','CS','N','Y'
'F','DD993B','ASK-13','D-9918','18','Y','Y'
'F','DD993E','LS-4','D-4104','MZ','N','Y'
'F','DD9941','SZD-9 Bocian','G-DEJY','EJY','Y','Y'
'F','DD9945','Astir CS','OK-6509','Dr.','Y','Y'
'F','DD994C','Duo Discus','F-CHTG','','N','Y'
